source_code,target_code,target_display
4033052,238990009,Eczematous drug eruption
4164126,4575002,Acute hyponatremia
4164128,45757002,Labor problem
4196899,432615008,Chronic pain in face
4098597,190818004,Waldenström macroglobulinemia
133669,20490007,Epidermal burn of lower leg
4033065,239014007,Tricho-onychodental dysplasia
4262443,35908007,Chronic arthritis
4098604,190855004,Hypomagnesemia
46271022,709044004,Chronic kidney disease
4295216,386018007,Removal of nail
4033074,14601000,Acetylcholine receptor antagonist-containing product
46271027,709051008,At increased risk of malignancy
133685,302231008,Salmonella infection
4131383,413102000,Infarction of basal ganglia
4164151,45150006,Auditory hallucinations
4033080,14621004,Anticipatory grief
4033086,1464002,Genus Lepus
4033092,14663000,"Chloride measurement, urine"
4098630,250660006,Luteinizing hormone/follicle stimulating hormone measurement
4164170,399844005,"Allergen specific IgE antibody measurement, FAST type"
4065875,2004005,Normal blood pressure
42535509,329491000119109,Occlusion of left middle cerebral artery
4131418,375194009,Mirtazapine 15 mg orodispersible tablet
4131419,375195005,Mirtazapine 30 mg orodispersible tablet
4098652,25102003,Acute type A viral hepatitis
4295261,76498008,Postmenopausal state
40405599,203082005,Fibromyalgia
4196960,51070004,Varicocele
133729,66999008,Hyperparathyroidism
46271074,709109004,Hypercapnic respiratory failure
4295265,76517002,Endoscopy of ear
46271075,709111008,Acute hypoxemic respiratory failure
46271079,709115004,Transplantation of autologous hematopoietic stem cell
4196969,5113004,T4 free measurement
4164209,272530002,Step-standing
4164212,272548006,High-sitting
4164213,272549003,Side-sitting
4262518,46367002,Veery
4295287,76612001,Hypercoagulability state
4065913,17204006,Pneumoperitoneum
4196986,51197009,Stomach cramps
4295295,75640001,Aster
4033160,10964002,Progressive pulmonary hypertension
4262541,46266008,Apis mellifera
4328079,75789001,Onycholysis
4262565,36115006,Human immunodeficiency virus type 2
4295336,37760005,Left anterior fascicular block
133810,19034001,Hyperparathyroidism due to renal insufficiency
4164278,45211000,Catheterization
4033206,239112008,Epidermal nevus syndrome
4098749,191187006,Alpha trait thalassemia
4262590,396234004,Infective arthritis
4197065,79688008,Respiratory obstruction
4164298,4568003,Retrosternal pain
133835,43116000,Eczema
4033227,1475003,Herpes labialis
4065997,200652002,Cellulitis of face
4164300,45685007,Radical neck dissection
133834,24079001,Atopic dermatitis
4033232,14766002,Aspiration
4033233,14768001,Peripheral blood smear interpretation
4262609,396338004,Metachromatic leukodystrophy
4098779,252735006,Ambulatory EEG
4131548,413307004,Mental health problem
4098781,252739000,EEG telemetry
133853,28769004,Osteomyelitis of ankle AND/OR foot
4098784,252748005,Repetitive nerve stimulation
4098786,252756008,Single fiber EMG
133861,80281008,Cleft lip
4164341,274164006,Minor head injury
4066038,17211005,Winged scapula
4164343,274179004,Traumatic hematoma
4295428,75884004,Bleeding internal hemorrhoids
4197127,5132005,Keratosis pilaris
4131595,12676007,Fracture of radius
4131598,126769007,Neoplasm of intestinal tract
4229909,89488007,Disorder of the nose
4098837,292054007,Buprenorphine adverse reaction
4295448,75972000,Citrobacter
4131611,126824007,Neoplasm of stomach
4328220,7585008,Fracture of triquetral bone of wrist
4131616,126847008,Neoplasm of rectum
4164385,274330002,Surgical biopsy
4197157,314431000,Interpreter present
4197160,314436005,Ocular ischemic syndrome
4033321,109363001,Right pneumothorax
42535732,733186000,Derangement of meniscus of knee joint due to and following old injury of knee
4197180,314661000,Moderate head injury
4229949,349854005,Selective serotonin re-uptake inhibitor-containing product
4066112,200149009,Delivery by emergency cesarean section
4262720,36046008,Ischiorectal abscess
4098889,27040004,Experimental allergic encephalomyelitis
4197203,432874000,MRI of head with contrast
4164436,45781009,Peripheral nerve entrapment syndrome
4033368,238850005,MAGIC syndrome
4328284,431463004,Administration of aspirin
4131681,411191007,Drug eluting stent
4000610,119292006,Disorder of gastrointestinal tract
4066161,17326005,Well in self
4066163,17329003,Ureteric colic
4033396,15018006,Laparoscopic repair of inguinal hernia
46271350,709456006,Mirtazapine 45 mg orodispersible tablet
4197238,79945003,Intrathecal injection
4000640,119419001,Cyanosis of skin
4131715,375467003,Dexamethasone 1 mg/mL cutaneous solution
4098950,253005,Sycosis
4230030,89550007,Right sacrolateral position
46271378,709489006,Small fiber neuropathy
4131732,375648005,Bumetanide 2 mg oral tablet
4230041,89598003,Absence of motivation
42535836,734326000,Stenosis of left vertebral artery
4328349,76039005,Disturbance of attention
46271391,709504001,Fusion of thoracic spine
4164516,274441001,Suction drainage
4328356,76067001,Sneezing
4131748,126880001,Neoplasm of kidney
4098981,292229001,Methotrexate adverse reaction
134057,49601007,Disorder of cardiovascular system
42535853,734351004,Carbapenemase-producing Enterobacteriaceae
4328366,76114004,Decreased renal function
4295602,403796005,BIDS brittle hair-impaired intellect-decreased fertility-short stature syndrome
4328373,7520000,Pyrexia of unknown origin
4262838,35963001,Removal of staples
4033463,109477002,Enamel-renal syndrome
4131769,126949007,Acoustic neuroma
4131770,126951006,Neoplasm of central nervous system
4164540,293463005,Furosemide adverse reaction
4099014,27281001,Duodenal ulcer with hemorrhage
4131789,2655002,Invalidism
4131791,26614003,Hydrocele of testis
4131798,26629001,Short bowel syndrome
4164566,45834001,Proteus vulgaris
4262873,396620009,Genus Anas
4164570,45850009,Continent of urine
4000731,119561005,Grafting procedure
42535907,734434007,Pyridoxine-dependent epilepsy
4033521,14534009,Splenic vein thrombosis
4033536,1465001,Verdin
35621894,763158003,Medicinal product
4262920,46742003,Skin ulcer
4230157,406128001,Mottling of skin
4033557,14769009,Tilt table test
4099094,253184003,Chiari malformation
4230167,40617009,Artificial ventilation
4164633,40917007,Clouded consciousness
4164639,274571007,Blind left eye
4164640,274572000,Blind right eye
4262948,44666001,Microcytic hypochromic anemia
4164645,274640006,Fever with chills
4164647,274657005,Change in voice
4164648,274660003,Slowness and poor responsiveness
4230184,88714009,Transient hypogammaglobulinemia of infancy
4164649,274668005,Non-cardiac chest pain
4328492,75246004,Plethora
4099127,292939004,Trimethoprim adverse reaction
4230209,88848003,Psychiatric follow-up
134214,56710004,Epidermal burn of wrist
4262984,361135004,Abnormal cardiac rate
4164683,293601001,Allergy to morphine
4066382,200775004,Atopic neurodermatitis
4164687,293606006,Allergy to meperidine
4197456,313170008,Colonoscopy normal
4033617,109599007,Reversible pulpitis
4164690,293613006,Allergy to diclofenac
4197460,313191000,Injection of epinephrine
4164696,293637006,Allergy to contrast media
199771,35868009,Carcinoid syndrome
4033631,108828006,Alpha-2 adrenergic receptor agonist-containing product
35621984,763287008,Review at hospital
35621985,763288003,Patient review
4197472,313235003,Burr cells present
4099171,2733002,Heel pain
4295780,385472000,Schistocytosis
4131942,264516005,Dactylitis
4099176,27355003,Toothache
4197480,313270001,Percutaneous insertion of nephrostomy tube
4197485,313307000,Epileptic seizure
46271599,709753004,Liaising with social worker
4099184,27241008,Chronic ischemic colitis
4099186,27253007,Foot-drop gait
4000882,119746007,Lung excision
35622003,763309005,Acute myeloid leukemia with NPM1 somatic mutation
4066418,17297005,Mercury measurement
4099188,27268008,Salmonella
4164730,45369008,Neurohypophyseal diabetes insipidus
35622016,763325000,Insulin resistance
199837,17920008,Portal vein thrombosis
134304,92272009,Benign neoplasm of parathyroid gland
134305,91857003,Acute lymphoid leukemia
4164770,40956001,Guillain-Barré syndrome
4164771,40969002,Peripheral pulses normal
134312,88273006,Iatrogenic hypothyroidism
4033705,14932002,"Protein, urine, Bence-Jones"
4000938,10001005,Bacterial sepsis
199860,52515009,Hernia of abdominal cavity
199861,82127005,Perianal abscess
134324,71325002,Lipodystrophy
35622071,763387005,Best vitelliform macular dystrophy
199863,11836002,Primary bacterial peritonitis
4164791,41038009,Perfusion of liver
199870,16934004,Renal vascular disorder
4033731,10888001,Liquid diet
199876,73998008,Prolapse of female genital organs
4295880,76601001,Intramuscular injection
4263120,36031001,Burning feet
4066517,17283002,Aythya americana
4033753,10904000,Orthostatic body position
4197600,313427003,Lambda light chain myeloma
4197602,313440008,Serum TSH measurement
4328681,430481008,Assessment of mobility
4197610,313492004,24 hour urine calcium output measurement
134380,37151006,Erythromelalgia
4066543,172043006,Simple mastectomy
4099313,27171005,Urinalysis
4230392,359768004,Family Culicidae
4230393,359776002,Glucose measurement by monitoring device
4066557,172132001,Enucleation of eyeball
134398,2556008,Periodontal disease
4230399,359817006,Closed fracture of hip
4132099,127366009,Gravida 3
4099334,190447002,Steroid-induced diabetes
4295942,385689004,Energy conservation management
4197640,80301007,Excessive flatus
4164871,294476008,Allergy to teicoplanin
4164876,294505008,Allergy to amoxicillin
4197652,80342005,Drilling
4099350,189176002,Infectious disease of genitourinary system
4001047,119247004,Hypoalbuminemia
4099351,189179009,Craniopharyngioma
4197658,80369006,Chronic neutrophilia
4132130,26660001,Dilatation of aorta
46271778,710027002,Cytokine release syndrome
134438,40275004,Contact dermatitis
4328742,75505008,Tuber
4132137,26677001,Sleep pattern disturbance
134442,89155008,Systemic sclerosis
199978,91603007,Contusion of lower limb
4263213,46659004,Von Hippel-Lindau syndrome
4263218,46669005,Right handed
4132147,26527006,Inverse Trendelenburg position
134452,425940002,Olecranon bursitis
134453,84017003,Bursitis
4197685,51720005,Gray platelet syndrome
4132152,26604007,Complete blood count
4033848,238699007,Post-inflammatory hyperpigmentation
4197690,51746009,Normal behavior
46271807,710060004,Management of anxiety
4099391,252895004,Urodynamic studies
4033859,238749001,Multiple eruptive milia
4033860,23875004,No pathologic diagnosis
4033861,238751002,Perioral dermatitis
4033865,238764001,Hereditary benign telangiectasia
4001098,10000006,Radiating chest pain
4033867,238773009,Idiopathic livedo reticularis
4099405,252690007,Amine test
4263255,361137007,Irregular heart beat
46271848,710110008,Phantom pain
46271850,710112000,Transfer of care from hospital
4099438,292454003,Nifedipine adverse reaction
4230515,359846004,PO-2 measurement
4328821,430940009,Disorder of glenohumeral joint
4099449,27272007,Byzanthine arch palate
46271870,710135002,Promotion
4033919,109515000,Congenital retrognathism
35622275,763654002,Hip joint prosthesis present
4230536,359953009,Booster vaccination
4165001,294535001,Allergy to cephalexin
42536331,735087005,Closed reduction of fracture of left femur and internal fixation using dynamic hip screw plate
4001168,109820009,Nodular hyperplasia of liver
4230546,359992002,"Bilirubin measurement, urine"
4001171,109841003,Liver cell carcinoma
4263315,46737006,Normocytic normochromic anemia
4033942,238982009,Diabetic dermopathy
4099482,27424008,Constrictor constrictor
4066715,20236002,Labor established
4230556,438949009,Alive
4296101,37985006,Finding of diffusion capacity of lung
4197807,51558006,Deep palpation
46271929,710204004,Assisting with self-care
4263354,361234006,Sources isolation
4197819,51615001,Fibrosis of lung
4197821,51626007,Werner syndrome
4033982,109610001,Gingival abscess
4001216,119266004,Coagulation
4001217,119270007,Management procedure
4099522,252752005,Concentric needle electromyography
4328899,22097005,Tree
4230596,404204005,Drug interaction with drug
4263360,36127009,Fracture of pubis
4328896,22090007,Scissoring gait
4263367,36171008,Glomerulonephritis
4230600,404225005,Osteodesmosis
35622346,763779006,Increasing dosage of medication
134603,92818009,Chronic myeloid leukemia
4263370,36179005,R.I.N.D. syndrome
4099539,252822006,Angiography of posterior segment of eye using fluorescein
4132314,26649005,Chronic ulcer of lower extremity
4263386,396487001,Sentinel lymph node biopsy
200154,16957005,Fistula of gallbladder
134619,57777000,Toxic nodular goiter
4165091,40979000,Lack of exercise
200164,91487003,Diaper rash
4230636,88810008,Alkaline phosphatase measurement
200174,80659006,Disorder of skin and/or subcutaneous tissue
4099566,292580004,Cyclizine adverse reaction
42536436,735262008,Revision of left total knee arthroplasty
4165112,4120002,Bronchiolitis
4165119,41226008,Exquisite pain
4099586,292673007,Colchicine adverse reaction
42536452,735333005,Equipment available
4263429,61387006,Moderate anxiety
4066824,200938002,Discoid lupus erythematosus
4296205,403191005,Partial thickness burn
4001298,203241002,Osteomyelitis of vertebra
4066839,201025002,Winter itch
200215,72300008,Abdominal rigidity
134681,79962008,Diffuse spasm of esophagus
200219,21522001,Abdominal pain
4066848,20109005,"Electrolytes measurement, serum"
4066849,201091002,Skin tag
4263457,45896001,Aspartate aminotransferase measurement
4001315,109888004,Lobular carcinoma in situ of breast
46272035,710332005,Multidrug resistant Pseudomonas aeruginosa
4296227,386138005,Stented coronary artery
4197929,51686005,Banding
4001329,109971005,"Follicular non-Hodgkin's lymphoma, mixed small cleaved cell and large cell (clinical)"
44797490,320491000000106,Keeping bed at lowest position
4132406,127790008,Staining method
4001336,110030002,Concussion injury of brain
4132408,127797006,Indirect tissue immunofluorescence procedure
134718,399939002,Hirsutism
4296255,386264009,Eating disorders management
4066882,174332006,Excision of anal skin tag
4034125,113697002,Stenotrophomonas maltophilia
134734,111245009,Compartment syndrome
134735,40970001,Chronic osteomyelitis
134736,161891005,Backache
4329041,22253000,Pain
4132431,26682008,Homozygous beta thalassemia
4197971,313835008,HbA1c measurement (DCCT aligned)
